Region,Country,City,Month,Day,Year,AvgTemp (C)
Asia,India,Delhi,4,2,2001,23.78
Asia,India,Delhi,4,3,2001,25.5
Asia,India,Delhi,4,4,2001,25.83
Asia,India,Delhi,4,5,2001,27.83
Asia,India,Delhi,4,6,2001,25.22
Asia,India,Delhi,4,7,2001,26.06
Asia,India,Delhi,4,8,2001,28.44
Asia,India,Delhi,4,9,2001,29.72
Asia,India,Delhi,4,10,2001,29.89
Asia,India,Delhi,4,11,2001,31
Asia,India,Delhi,4,12,2001,28.78
Asia,India,Delhi,4,13,2001,27.56
Asia,India,Delhi,4,14,2001,26.67
Asia,India,Delhi,4,15,2001,26.39
Asia,India,Delhi,4,16,2001,26.5
Asia,India,Delhi,4,17,2001,23.44
Asia,India,Delhi,4,18,2001,22.89
Asia,India,Delhi,4,19,2001,23.61
Asia,India,Delhi,4,20,2001,24.78
Asia,India,Delhi,4,21,2001,27.33
Asia,India,Delhi,4,22,2001,28.67
Asia,India,Delhi,4,23,2001,29.89
Asia,India,Delhi,4,24,2001,30.72
Asia,India,Delhi,4,25,2001,31.44
Asia,India,Delhi,4,26,2001,32.56
Asia,India,Delhi,4,27,2001,34
Asia,India,Delhi,4,28,2001,-72.78
Asia,India,Delhi,4,29,2001,33.83
Asia,India,Delhi,4,30,2001,33.78
Asia,India,Delhi,5,1,2001,31.39
Asia,India,Delhi,5,2,2001,32.28
Asia,India,Delhi,5,3,2001,31.17
Asia,India,Delhi,5,4,2001,31.33
Asia,India,Delhi,5,5,2001,33.17
Asia,India,Delhi,5,6,2001,34.61
Asia,India,Delhi,5,7,2001,33.67
Asia,India,Delhi,5,8,2001,33.78
Asia,India,Delhi,5,9,2001,36.61
Asia,India,Delhi,5,10,2001,38.11
Asia,India,Delhi,5,11,2001,37.39
Asia,India,Delhi,5,12,2001,34.33
Asia,India,Delhi,5,13,2001,35.89
Asia,India,Delhi,5,14,2001,35
Asia,India,Delhi,5,15,2001,31.22
Asia,India,Delhi,5,16,2001,29.11
Asia,India,Delhi,5,17,2001,24.67
Asia,India,Delhi,5,18,2001,26.83
Asia,India,Delhi,5,19,2001,29.61
Asia,India,Delhi,5,20,2001,27
Asia,India,Delhi,5,21,2001,28.11
Asia,India,Delhi,5,22,2001,30.5
Asia,India,Delhi,5,23,2001,32.44
Asia,India,Delhi,5,24,2001,35.44
Asia,India,Delhi,5,25,2001,37
Asia,India,Delhi,5,26,2001,34.56
Asia,India,Delhi,5,27,2001,30.67
Asia,India,Delhi,5,28,2001,29.61
Asia,India,Delhi,5,29,2001,28.83
Asia,India,Delhi,5,30,2001,29.83
Asia,India,Delhi,5,31,2001,30.28
Asia,India,Delhi,6,1,2001,32.44
Asia,India,Delhi,6,2,2001,33.39
Asia,India,Delhi,6,3,2001,31.44
Asia,India,Delhi,6,4,2001,26.5
Asia,India,Delhi,6,5,2001,27.39
Asia,India,Delhi,6,6,2001,30.5
Asia,India,Delhi,6,7,2001,27.89
Asia,India,Delhi,6,8,2001,30.28
Asia,India,Delhi,6,9,2001,30.06
Asia,India,Delhi,6,10,2001,32.28
Asia,India,Delhi,6,11,2001,33.06
Asia,India,Delhi,6,12,2001,34.17
Asia,India,Delhi,6,13,2001,34.44
Asia,India,Delhi,6,14,2001,29.06
Asia,India,Delhi,6,15,2001,32.39
Asia,India,Delhi,6,16,2001,28
Asia,India,Delhi,6,17,2001,29
Asia,India,Delhi,6,18,2001,30.5
Asia,India,Delhi,6,19,2001,31.89
Asia,India,Delhi,6,20,2001,32
Asia,India,Delhi,6,21,2001,32.78
Asia,India,Delhi,6,22,2001,31.89
Asia,India,Delhi,6,23,2001,28.83
Asia,India,Delhi,6,24,2001,28.56
Asia,India,Delhi,6,25,2001,28.17
Asia,India,Delhi,6,26,2001,29.28
Asia,India,Delhi,6,27,2001,29.39
Asia,India,Delhi,6,28,2001,31.56
Asia,India,Delhi,6,29,2001,31.89
Asia,India,Delhi,6,30,2001,28.94
Asia,India,Delhi,7,1,2001,30.61
Asia,India,Delhi,7,2,2001,32.06
Asia,India,Delhi,7,3,2001,31
Asia,India,Delhi,7,4,2001,31.28
Asia,India,Delhi,7,5,2001,33.39
Asia,India,Delhi,7,6,2001,33.44
Asia,India,Delhi,7,7,2001,30.06
Asia,India,Delhi,7,8,2001,31.5
Asia,India,Delhi,7,9,2001,32.06
Asia,India,Delhi,7,10,2001,32.72
Asia,India,Delhi,7,11,2001,31.89
Asia,India,Delhi,7,12,2001,31.28
Asia,India,Delhi,7,13,2001,29.61
Asia,India,Delhi,7,14,2001,27.28
Asia,India,Delhi,7,15,2001,29.22
Asia,India,Delhi,7,16,2001,29.61
Asia,India,Delhi,7,17,2001,29.72
Asia,India,Delhi,7,18,2001,30.44
Asia,India,Delhi,7,19,2001,29.89
Asia,India,Delhi,7,20,2001,30.67
Asia,India,Delhi,7,21,2001,28.72
Asia,India,Delhi,7,22,2001,28.94
Asia,India,Delhi,7,23,2001,31.44
Asia,India,Delhi,7,24,2001,30.28
Asia,India,Delhi,7,25,2001,30.11
Asia,India,Delhi,7,26,2001,28.33
Asia,India,Delhi,7,27,2001,29.56
Asia,India,Delhi,7,28,2001,29.94
Asia,India,Delhi,7,29,2001,30.72
Asia,India,Delhi,7,30,2001,29.89
Asia,India,Delhi,7,31,2001,31.56
Asia,India,Delhi,8,1,2001,30.72
Asia,India,Delhi,8,2,2001,31.5
Asia,India,Delhi,8,3,2001,31.44
Asia,India,Delhi,8,4,2001,28.44
Asia,India,Delhi,8,5,2001,29.72
Asia,India,Delhi,8,6,2001,29.61
Asia,India,Delhi,8,7,2001,29.28
Asia,India,Delhi,8,8,2001,29.22
Asia,India,Delhi,8,9,2001,29.94
Asia,India,Delhi,8,10,2001,31.44
Asia,India,Delhi,8,11,2001,31.89
Asia,India,Delhi,8,12,2001,33.11
Asia,India,Delhi,8,13,2001,29.61
Asia,India,Delhi,8,14,2001,25.83
Asia,India,Delhi,8,15,2001,30.78
Asia,India,Delhi,8,16,2001,30.22
Asia,India,Delhi,8,17,2001,30.11
Asia,India,Delhi,8,18,2001,30.67
Asia,India,Delhi,8,19,2001,31
Asia,India,Delhi,8,20,2001,30.56
Asia,India,Delhi,8,21,2001,31.78
Asia,India,Delhi,8,22,2001,31.89
Asia,India,Delhi,8,23,2001,30.94
Asia,India,Delhi,8,24,2001,30.28
Asia,India,Delhi,8,25,2001,30.56
Asia,India,Delhi,8,26,2001,32
Asia,India,Delhi,8,27,2001,31.78
Asia,India,Delhi,8,28,2001,31.94
Asia,India,Delhi,8,29,2001,31.28
Asia,India,Delhi,8,30,2001,31.39
Asia,India,Delhi,8,31,2001,31.94
Asia,India,Delhi,9,1,2001,31.5
Asia,India,Delhi,9,2,2001,29.83
Asia,India,Delhi,9,3,2001,29.89
Asia,India,Delhi,9,4,2001,30.94
Asia,India,Delhi,9,5,2001,31.78
Asia,India,Delhi,9,6,2001,30.83
Asia,India,Delhi,9,7,2001,29.94
Asia,India,Delhi,9,8,2001,30.17
Asia,India,Delhi,9,9,2001,30.61
Asia,India,Delhi,9,10,2001,31.5
Asia,India,Delhi,9,11,2001,31.44
Asia,India,Delhi,9,12,2001,31.33
Asia,India,Delhi,9,13,2001,31.56
Asia,India,Delhi,9,14,2001,28.56
Asia,India,Delhi,9,15,2001,28
Asia,India,Delhi,9,16,2001,28.61
Asia,India,Delhi,9,17,2001,29.17
Asia,India,Delhi,9,18,2001,29.67
Asia,India,Delhi,9,19,2001,30.22
Asia,India,Delhi,9,20,2001,30.39
Asia,India,Delhi,9,21,2001,30.28
Asia,India,Delhi,9,22,2001,29.5
Asia,India,Delhi,9,23,2001,29.72
Asia,India,Delhi,9,24,2001,28.94
Asia,India,Delhi,9,25,2001,29.5
Asia,India,Delhi,9,26,2001,30.28
Asia,India,Delhi,9,27,2001,28.56
Asia,India,Delhi,9,28,2001,28.72
Asia,India,Delhi,9,29,2001,29.33
Asia,India,Delhi,9,30,2001,27.83
Asia,India,Delhi,10,1,2001,28
Asia,India,Delhi,10,2,2001,27.33
Asia,India,Delhi,10,3,2001,28.11
Asia,India,Delhi,10,4,2001,27.83
Asia,India,Delhi,10,5,2001,28.11
Asia,India,Delhi,10,6,2001,28.72
Asia,India,Delhi,10,7,2001,27.28
Asia,India,Delhi,10,8,2001,26.89
Asia,India,Delhi,10,9,2001,26.33
Asia,India,Delhi,10,10,2001,27.28
Asia,India,Delhi,10,11,2001,28.39
Asia,India,Delhi,10,12,2001,26.44
Asia,India,Delhi,10,13,2001,26.22
Asia,India,Delhi,10,14,2001,26.22
Asia,India,Delhi,10,15,2001,24.5
Asia,India,Delhi,10,16,2001,23.72
Asia,India,Delhi,10,17,2001,23.78
Asia,India,Delhi,10,18,2001,24.22
Asia,India,Delhi,10,19,2001,25
Asia,India,Delhi,10,20,2001,23.89
Asia,India,Delhi,10,21,2001,24.89
Asia,India,Delhi,10,22,2001,25.28
Asia,India,Delhi,10,23,2001,26.06
Asia,India,Delhi,10,24,2001,24
Asia,India,Delhi,10,25,2001,25.61
Asia,India,Delhi,10,26,2001,25.89
Asia,India,Delhi,10,27,2001,25.33
Asia,India,Delhi,10,28,2001,24.61
Asia,India,Delhi,10,29,2001,25.17
Asia,India,Delhi,10,30,2001,26.06
Asia,India,Delhi,10,31,2001,24.22
Asia,India,Delhi,11,1,2001,24.94
Asia,India,Delhi,11,2,2001,25.39
Asia,India,Delhi,11,3,2001,25.67
Asia,India,Delhi,11,4,2001,25.06
Asia,India,Delhi,11,5,2001,22.83
Asia,India,Delhi,11,6,2001,20.22
Asia,India,Delhi,11,7,2001,20.44
Asia,India,Delhi,11,8,2001,19.61
Asia,India,Delhi,11,9,2001,19.5
Asia,India,Delhi,11,10,2001,19
Asia,India,Delhi,11,11,2001,19
Asia,India,Delhi,11,12,2001,19.67
Asia,India,Delhi,11,13,2001,19.5
Asia,India,Delhi,11,14,2001,18.89
Asia,India,Delhi,11,15,2001,18.61
Asia,India,Delhi,11,16,2001,19.11
Asia,India,Delhi,11,17,2001,19
Asia,India,Delhi,11,18,2001,18.61
Asia,India,Delhi,11,19,2001,18.78
Asia,India,Delhi,11,20,2001,18.22
Asia,India,Delhi,11,21,2001,18.56
Asia,India,Delhi,11,22,2001,17.83
Asia,India,Delhi,11,23,2001,18.5
Asia,India,Delhi,11,24,2001,18.61
Asia,India,Delhi,11,25,2001,17.06
Asia,India,Delhi,11,26,2001,17
Asia,India,Delhi,11,27,2001,16.78
Asia,India,Delhi,11,28,2001,16
Asia,India,Delhi,11,29,2001,16.11
Asia,India,Delhi,11,30,2001,17.83
Asia,India,Delhi,12,1,2001,17.67
Asia,India,Delhi,12,2,2001,17.44
Asia,India,Delhi,12,3,2001,17.17
Asia,India,Delhi,12,4,2001,17.5
Asia,India,Delhi,12,5,2001,17.5
Asia,India,Delhi,12,6,2001,17.44
Asia,India,Delhi,12,7,2001,18.06
Asia,India,Delhi,12,8,2001,17.56
Asia,India,Delhi,12,9,2001,16.22
Asia,India,Delhi,12,10,2001,16.17
Asia,India,Delhi,12,11,2001,16.39
Asia,India,Delhi,12,12,2001,16.89
Asia,India,Delhi,12,13,2001,15.17
Asia,India,Delhi,12,14,2001,14.78
Asia,India,Delhi,12,15,2001,15.72
Asia,India,Delhi,12,16,2001,14.17
Asia,India,Delhi,12,17,2001,15.06
Asia,India,Delhi,12,18,2001,15.78
Asia,India,Delhi,12,19,2001,15.28
Asia,India,Delhi,12,20,2001,14.44
Asia,India,Delhi,12,21,2001,13.39
Asia,India,Delhi,12,22,2001,12.56
Asia,India,Delhi,12,23,2001,12.78
Asia,India,Delhi,12,24,2001,12.72
Asia,India,Delhi,12,25,2001,12.89
Asia,India,Delhi,12,26,2001,14.44
Asia,India,Delhi,12,27,2001,13.5
Asia,India,Delhi,12,28,2001,12.5
Asia,India,Delhi,12,29,2001,10.89
Asia,India,Delhi,12,30,2001,11.33
Asia,India,Delhi,12,31,2001,11.67
Asia,India,Delhi,1,1,2002,9.72
Asia,India,Delhi,1,2,2002,11.33
Asia,India,Delhi,1,3,2002,12
Asia,India,Delhi,1,4,2002,12.22
Asia,India,Delhi,1,5,2002,12
Asia,India,Delhi,1,6,2002,12.22
Asia,India,Delhi,1,7,2002,12.94
Asia,India,Delhi,1,8,2002,12.22
Asia,India,Delhi,1,9,2002,12.33
Asia,India,Delhi,1,10,2002,12.61
Asia,India,Delhi,1,11,2002,15.28
Asia,India,Delhi,1,12,2002,16.39
Asia,India,Delhi,1,13,2002,16.5
Asia,India,Delhi,1,14,2002,18.11
Asia,India,Delhi,1,15,2002,14.61
Asia,India,Delhi,1,16,2002,14.78
Asia,India,Delhi,1,17,2002,14.5
Asia,India,Delhi,1,18,2002,14.5
Asia,India,Delhi,1,19,2002,14.61
Asia,India,Delhi,1,20,2002,12.5
Asia,India,Delhi,1,21,2002,11.56
Asia,India,Delhi,1,22,2002,11.33
Asia,India,Delhi,1,23,2002,11.28
Asia,India,Delhi,1,24,2002,13.33
Asia,India,Delhi,1,25,2002,17.22
Asia,India,Delhi,1,26,2002,16.28
Asia,India,Delhi,1,27,2002,12.89
Asia,India,Delhi,1,28,2002,11.78
Asia,India,Delhi,1,29,2002,12.17
Asia,India,Delhi,1,30,2002,12.78
Asia,India,Delhi,1,31,2002,13.17
Asia,India,Delhi,2,1,2002,13.44
Asia,India,Delhi,2,2,2002,14.11
Asia,India,Delhi,2,3,2002,14.5
Asia,India,Delhi,2,4,2002,13.56
Asia,India,Delhi,2,5,2002,13.56
Asia,India,Delhi,2,6,2002,15.28
Asia,India,Delhi,2,7,2002,15.44
Asia,India,Delhi,2,8,2002,13.78
Asia,India,Delhi,2,9,2002,13.28
Asia,India,Delhi,2,10,2002,15.22
Asia,India,Delhi,2,11,2002,12.78
Asia,India,Delhi,2,12,2002,14.5
Asia,India,Delhi,2,13,2002,15.28
Asia,India,Delhi,2,14,2002,15.83
Asia,India,Delhi,2,15,2002,16.61
Asia,India,Delhi,2,16,2002,17.78
Asia,India,Delhi,2,17,2002,20.06
Asia,India,Delhi,2,18,2002,19.28
Asia,India,Delhi,2,19,2002,20.94
Asia,India,Delhi,2,20,2002,18.61
Asia,India,Delhi,2,21,2002,20
Asia,India,Delhi,2,22,2002,22.5
Asia,India,Delhi,2,23,2002,19.17
Asia,India,Delhi,2,24,2002,19.06
Asia,India,Delhi,2,25,2002,17.06
Asia,India,Delhi,2,26,2002,17.61
Asia,India,Delhi,2,27,2002,18.72
Asia,India,Delhi,2,28,2002,19.61
Asia,India,Delhi,3,1,2002,21.56
Asia,India,Delhi,3,2,2002,17.22
Asia,India,Delhi,3,3,2002,18.17
Asia,India,Delhi,3,4,2002,18.44
Asia,India,Delhi,3,5,2002,18.11
Asia,India,Delhi,3,6,2002,19.22
Asia,India,Delhi,3,7,2002,19.5
Asia,India,Delhi,3,8,2002,20.72
Asia,India,Delhi,3,9,2002,22.17
Asia,India,Delhi,3,10,2002,21.39
Asia,India,Delhi,3,11,2002,20.67
Asia,India,Delhi,3,12,2002,22.06
Asia,India,Delhi,3,13,2002,22.22
Asia,India,Delhi,3,14,2002,20.72
Asia,India,Delhi,3,15,2002,22.28
Asia,India,Delhi,3,16,2002,23.5
Asia,India,Delhi,3,17,2002,23.94
Asia,India,Delhi,3,18,2002,23.67
Asia,India,Delhi,3,19,2002,25
Asia,India,Delhi,3,20,2002,26.11
Asia,India,Delhi,3,21,2002,25.78
Asia,India,Delhi,3,22,2002,26.39
Asia,India,Delhi,3,23,2002,24.72
Asia,India,Delhi,3,24,2002,27.22
Asia,India,Delhi,3,25,2002,26.56
Asia,India,Delhi,3,26,2002,26.06
Asia,India,Delhi,3,27,2002,26.72
Asia,India,Delhi,3,28,2002,24.67
Asia,India,Delhi,3,29,2002,26.72
Asia,India,Delhi,3,30,2002,27.44
Asia,India,Delhi,3,31,2002,30.28
Asia,India,Delhi,4,1,2002,28.28
Asia,India,Delhi,4,2,2002,27.17
Asia,India,Delhi,4,3,2002,25.78
Asia,India,Delhi,4,4,2002,27.11
Asia,India,Delhi,4,5,2002,28.5
Asia,India,Delhi,4,6,2002,29.17
Asia,India,Delhi,4,7,2002,29.33
Asia,India,Delhi,4,8,2002,28.39
Asia,India,Delhi,4,9,2002,27.89
Asia,India,Delhi,4,10,2002,25.33
Asia,India,Delhi,4,11,2002,24.89
Asia,India,Delhi,4,12,2002,29.5
Asia,India,Delhi,4,13,2002,28.17
Asia,India,Delhi,4,14,2002,32.22
Asia,India,Delhi,4,15,2002,30.89
Asia,India,Delhi,4,16,2002,30.5
Asia,India,Delhi,4,17,2002,30.44
Asia,India,Delhi,4,18,2002,32.39
Asia,India,Delhi,4,19,2002,30.22
Asia,India,Delhi,4,20,2002,32.72
Asia,India,Delhi,4,21,2002,33.5
Asia,India,Delhi,4,22,2002,34.22
Asia,India,Delhi,4,23,2002,33.56
Asia,India,Delhi,4,24,2002,33
Asia,India,Delhi,4,25,2002,30.78
Asia,India,Delhi,4,26,2002,28.72
Asia,India,Delhi,4,27,2002,30.83
Asia,India,Delhi,4,28,2002,33.33
Asia,India,Delhi,4,29,2002,30.44
Asia,India,Delhi,4,30,2002,29.56
Asia,India,Delhi,5,1,2002,31.28
Asia,India,Delhi,5,2,2002,32.61
Asia,India,Delhi,5,3,2002,31.89
Asia,India,Delhi,5,4,2002,34.56
Asia,India,Delhi,5,5,2002,32.89
Asia,India,Delhi,5,6,2002,33.61
Asia,India,Delhi,5,7,2002,32.5
Asia,India,Delhi,5,8,2002,34.94
Asia,India,Delhi,5,9,2002,37.06
Asia,India,Delhi,5,10,2002,37.67
Asia,India,Delhi,5,11,2002,35.33
Asia,India,Delhi,5,12,2002,35.5
Asia,India,Delhi,5,13,2002,36.39
Asia,India,Delhi,5,14,2002,37.44
Asia,India,Delhi,5,15,2002,36
Asia,India,Delhi,5,16,2002,35.5
Asia,India,Delhi,5,17,2002,35.28
Asia,India,Delhi,5,18,2002,37.17
Asia,India,Delhi,5,19,2002,38
Asia,India,Delhi,5,20,2002,35.67
Asia,India,Delhi,5,21,2002,33.89
Asia,India,Delhi,5,22,2002,34.67
Asia,India,Delhi,5,23,2002,37.06
Asia,India,Delhi,5,24,2002,37.28
Asia,India,Delhi,5,25,2002,31.61
Asia,India,Delhi,5,26,2002,28.78
Asia,India,Delhi,5,27,2002,29.22
Asia,India,Delhi,5,28,2002,26.56
Asia,India,Delhi,5,29,2002,24.72
Asia,India,Delhi,5,30,2002,29.67
Asia,India,Delhi,5,31,2002,31.78
Asia,India,Delhi,6,1,2002,29.61
Asia,India,Delhi,6,2,2002,31.56
Asia,India,Delhi,6,3,2002,30.94
Asia,India,Delhi,6,4,2002,33.94
Asia,India,Delhi,6,5,2002,33.06
Asia,India,Delhi,6,6,2002,33.56
Asia,India,Delhi,6,7,2002,33.67
Asia,India,Delhi,6,8,2002,34.44
Asia,India,Delhi,6,9,2002,35.22
Asia,India,Delhi,6,10,2002,35.89
Asia,India,Delhi,6,11,2002,34.83
Asia,India,Delhi,6,12,2002,32.83
Asia,India,Delhi,6,13,2002,34.28
Asia,India,Delhi,6,14,2002,33.39
Asia,India,Delhi,6,15,2002,35.83
Asia,India,Delhi,6,16,2002,34.17
Asia,India,Delhi,6,17,2002,32.72
Asia,India,Delhi,6,18,2002,-72.78
Asia,India,Delhi,6,19,2002,-72.78
Asia,India,Delhi,6,20,2002,-72.78
Asia,India,Delhi,6,21,2002,-72.78
Asia,India,Delhi,6,22,2002,36.22
Asia,India,Delhi,6,23,2002,35.5
Asia,India,Delhi,6,24,2002,28.72
Asia,India,Delhi,6,25,2002,33.17
Asia,India,Delhi,6,26,2002,33.33
Asia,India,Delhi,6,27,2002,31.5
Asia,India,Delhi,6,28,2002,32.39
Asia,India,Delhi,6,29,2002,32.5
Asia,India,Delhi,6,30,2002,33.83
Asia,India,Delhi,7,1,2002,35.22
Asia,India,Delhi,7,2,2002,35.94
Asia,India,Delhi,7,3,2002,35.72
Asia,India,Delhi,7,4,2002,35.22
Asia,India,Delhi,7,5,2002,33.22
Asia,India,Delhi,7,6,2002,33.72
Asia,India,Delhi,7,7,2002,34.89
Asia,India,Delhi,7,8,2002,35.11
Asia,India,Delhi,7,9,2002,35.44
Asia,India,Delhi,7,10,2002,35.67
Asia,India,Delhi,7,11,2002,35.56
Asia,India,Delhi,7,12,2002,35.83
Asia,India,Delhi,7,13,2002,35.89
Asia,India,Delhi,7,14,2002,36
Asia,India,Delhi,7,15,2002,35.56
Asia,India,Delhi,7,16,2002,35.28
Asia,India,Delhi,7,17,2002,35.39
Asia,India,Delhi,7,18,2002,33.94
Asia,India,Delhi,7,19,2002,33.67
Asia,India,Delhi,7,20,2002,32.89
Asia,India,Delhi,7,21,2002,34.22
Asia,India,Delhi,7,22,2002,33.61
Asia,India,Delhi,7,23,2002,34.28
Asia,India,Delhi,7,24,2002,34.67
Asia,India,Delhi,7,25,2002,34.33
Asia,India,Delhi,7,26,2002,33.06
Asia,India,Delhi,7,27,2002,34.17
Asia,India,Delhi,7,28,2002,34.94
Asia,India,Delhi,7,29,2002,34.94
Asia,India,Delhi,7,30,2002,35.22
Asia,India,Delhi,7,31,2002,31.33
Asia,India,Delhi,8,1,2002,32.33
Asia,India,Delhi,8,2,2002,32.44
Asia,India,Delhi,8,3,2002,30.89
Asia,India,Delhi,8,4,2002,29.22
Asia,India,Delhi,8,5,2002,31.22
Asia,India,Delhi,8,6,2002,29.06
Asia,India,Delhi,8,7,2002,32.89
Asia,India,Delhi,8,8,2002,31.61
Asia,India,Delhi,8,9,2002,31.11
Asia,India,Delhi,8,10,2002,32.78
Asia,India,Delhi,8,11,2002,30.61
Asia,India,Delhi,8,12,2002,26.94
Asia,India,Delhi,8,13,2002,26.5
Asia,India,Delhi,8,14,2002,29
Asia,India,Delhi,8,15,2002,29.89
Asia,India,Delhi,8,16,2002,31.72
Asia,India,Delhi,8,17,2002,32.67
Asia,India,Delhi,8,18,2002,30.11
Asia,India,Delhi,8,19,2002,31.78
Asia,India,Delhi,8,20,2002,33
Asia,India,Delhi,8,21,2002,29.22
Asia,India,Delhi,8,22,2002,29.17
Asia,India,Delhi,8,23,2002,30.06
Asia,India,Delhi,8,24,2002,29.78
Asia,India,Delhi,8,25,2002,30.39
Asia,India,Delhi,8,26,2002,30.94
Asia,India,Delhi,8,27,2002,28.61
Asia,India,Delhi,8,28,2002,30.67
Asia,India,Delhi,8,29,2002,26.72
Asia,India,Delhi,8,30,2002,30.61
Asia,India,Delhi,8,31,2002,31.06
Asia,India,Delhi,9,1,2002,31.22
Asia,India,Delhi,9,2,2002,30.56
Asia,India,Delhi,9,3,2002,27.61
Asia,India,Delhi,9,4,2002,27.5
Asia,India,Delhi,9,5,2002,28.28
Asia,India,Delhi,9,6,2002,23.33
Asia,India,Delhi,9,7,2002,24.28
Asia,India,Delhi,9,8,2002,26.33
Asia,India,Delhi,9,9,2002,27.67
Asia,India,Delhi,9,10,2002,26.17
Asia,India,Delhi,9,11,2002,26.17
Asia,India,Delhi,9,12,2002,23.83
Asia,India,Delhi,9,13,2002,23.39
Asia,India,Delhi,9,14,2002,27.89
Asia,India,Delhi,9,15,2002,28.11
Asia,India,Delhi,9,16,2002,28
Asia,India,Delhi,9,17,2002,29.11
Asia,India,Delhi,9,18,2002,28.72
Asia,India,Delhi,9,19,2002,27.11
Asia,India,Delhi,9,20,2002,28.22
Asia,India,Delhi,9,21,2002,28.5
Asia,India,Delhi,9,22,2002,29.17
Asia,India,Delhi,9,23,2002,28.83
Asia,India,Delhi,9,24,2002,29
Asia,India,Delhi,9,25,2002,28.22
Asia,India,Delhi,9,26,2002,27.61
Asia,India,Delhi,9,27,2002,28.11
Asia,India,Delhi,9,28,2002,27.72
Asia,India,Delhi,9,29,2002,27.61
Asia,India,Delhi,9,30,2002,27.44
Asia,India,Delhi,10,1,2002,26.94
Asia,India,Delhi,10,2,2002,27.89
Asia,India,Delhi,10,3,2002,27.5
Asia,India,Delhi,10,4,2002,27.83
Asia,India,Delhi,10,5,2002,27.17
Asia,India,Delhi,10,6,2002,27.78
Asia,India,Delhi,10,7,2002,27.78
Asia,India,Delhi,10,8,2002,27
Asia,India,Delhi,10,9,2002,27.17
Asia,India,Delhi,10,10,2002,27.44
Asia,India,Delhi,10,11,2002,27.33
Asia,India,Delhi,10,12,2002,26.17
Asia,India,Delhi,10,13,2002,24.72
Asia,India,Delhi,10,14,2002,26.17
Asia,India,Delhi,10,15,2002,26.22
Asia,India,Delhi,10,16,2002,26.56
Asia,India,Delhi,10,17,2002,25.78
Asia,India,Delhi,10,18,2002,25.72
Asia,India,Delhi,10,19,2002,24.78
Asia,India,Delhi,10,20,2002,25.5
Asia,India,Delhi,10,21,2002,26.11
Asia,India,Delhi,10,22,2002,24.11
Asia,India,Delhi,10,23,2002,22.72
Asia,India,Delhi,10,24,2002,22.78
Asia,India,Delhi,10,25,2002,22.5
Asia,India,Delhi,10,26,2002,-72.78
Asia,India,Delhi,10,27,2002,21.5
Asia,India,Delhi,10,28,2002,23
Asia,India,Delhi,10,29,2002,23.44
Asia,India,Delhi,10,30,2002,24.5
Asia,India,Delhi,10,31,2002,23.78
Asia,India,Delhi,11,1,2002,22.78
Asia,India,Delhi,11,2,2002,23.06
Asia,India,Delhi,11,3,2002,24
Asia,India,Delhi,11,4,2002,21.67
Asia,India,Delhi,11,5,2002,22.33
Asia,India,Delhi,11,6,2002,21.61
Asia,India,Delhi,11,7,2002,21.78
Asia,India,Delhi,11,8,2002,21.39
Asia,India,Delhi,11,9,2002,20.78
Asia,India,Delhi,11,10,2002,20.56
Asia,India,Delhi,11,11,2002,20.83
Asia,India,Delhi,11,12,2002,19.72
Asia,India,Delhi,11,13,2002,19.17
Asia,India,Delhi,11,14,2002,19.17
Asia,India,Delhi,11,15,2002,19.78
Asia,India,Delhi,11,16,2002,19.61
Asia,India,Delhi,11,17,2002,20.22
Asia,India,Delhi,11,18,2002,20.5
Asia,India,Delhi,11,19,2002,20.61
Asia,India,Delhi,11,20,2002,18.67
Asia,India,Delhi,11,21,2002,18.83
Asia,India,Delhi,11,22,2002,18.44
Asia,India,Delhi,11,23,2002,19.56
Asia,India,Delhi,11,24,2002,18.39
Asia,India,Delhi,11,25,2002,18.56
Asia,India,Delhi,11,26,2002,17.22
Asia,India,Delhi,11,27,2002,16.78
Asia,India,Delhi,11,28,2002,16.83
Asia,India,Delhi,11,29,2002,15.39
Asia,India,Delhi,11,30,2002,14.89
Asia,India,Delhi,12,1,2002,15.17
Asia,India,Delhi,12,2,2002,14.83
Asia,India,Delhi,12,3,2002,14.61
Asia,India,Delhi,12,4,2002,12.56
Asia,India,Delhi,12,5,2002,14.28
Asia,India,Delhi,12,6,2002,15.17
Asia,India,Delhi,12,7,2002,13.89
Asia,India,Delhi,12,8,2002,16.56
Asia,India,Delhi,12,9,2002,14.44
Asia,India,Delhi,12,10,2002,11.72
Asia,India,Delhi,12,11,2002,13.83
Asia,India,Delhi,12,12,2002,14.28
Asia,India,Delhi,12,13,2002,15.56
Asia,India,Delhi,12,14,2002,16.94
Asia,India,Delhi,12,15,2002,17.06
Asia,India,Delhi,12,16,2002,16.39
Asia,India,Delhi,12,17,2002,17.39
Asia,India,Delhi,12,18,2002,17.61
Asia,India,Delhi,12,19,2002,15.94
Asia,India,Delhi,12,20,2002,17.61
Asia,India,Delhi,12,21,2002,17.67
Asia,India,Delhi,12,22,2002,16.83
Asia,India,Delhi,12,23,2002,14.72
Asia,India,Delhi,12,24,2002,13.72
Asia,India,Delhi,12,25,2002,15.33
Asia,India,Delhi,12,26,2002,12.67
Asia,India,Delhi,12,27,2002,13.83
Asia,India,Delhi,12,28,2002,13.22
Asia,India,Delhi,12,29,2002,12.89
Asia,India,Delhi,12,30,2002,13.11
